CLUSTER;FILIAL;DT CG PONTO;Nº CG PONTO;SKU;DESC SKU;QTDE;AÇÃO;PRIORIDADE;CUBAGEM;CUSTO;DATA ENTREGA;MOTIVO
SPGSP029;1103;2022-09-22;1;4384024;CX DE SOM GO 2 JBL 3W BT PRETO;1;A definir;6.Aging;0.0004;171,09;A definir;A definir
SPGSP029;1103;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPGSP029;1103;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1194,29;A definir;A definir
SPGSP029;1103;2022-09-22;1;3699846;SUP TV FIXO 14 A 84 ELG UNI100;1;A definir;6.Aging;0.0009;18,56;A definir;A definir
SPGSP029;1103;2022-09-22;1;5135958;CEL.DESB.XIAOMI REDMI 10A TELA;2;A definir;2.Telefonia;0.0014;1939,88;A definir;A definir
SPGSP029;1103;2022-09-22;1;5135958;CEL.DESB.XIAOMI REDMI 10A TELA;2;A definir;2.Telefonia;0.0014;1939,88;A definir;A definir
SPGSP029;1103;2022-09-22;1;5049636;CEL.DESB SAMSUNG GALAXY A03 PR;4;A definir;2.Telefonia;0.0016;3650,6;A definir;A definir
SPGSP029;1103;2022-09-22;1;3942988;TEL ID SF MOTOROLA DECT 60 MOT;1;A definir;6.Aging;0.0016;114,49;A definir;A definir
SPGSP029;1103;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;1;A definir;6.Aging;0.0018;105,06;A definir;A definir
SPGSP029;1103;2022-09-22;1;3699846;SUP TV FIXO 14 A 84 ELG UNI100;2;A definir;6.Aging;0.0018;37,12;A definir;A definir
SPGSP029;1103;2022-09-22;1;5049644;CEL.DESB SAMSUNG GALAXY A03 AZ;6;A definir;2.Telefonia;0.0024;5475,96;A definir;A definir
SPGSP029;1103;2022-09-22;1;5122660;CEL.DESB.SAMSUNG GALAXY A13 12;8;A definir;2.Telefonia;0.004;9454,48;A definir;A definir
SPGSP029;1103;2022-09-22;1;5132169;CEL.DESB.SAMSUNG GALAXY S20 FE;5;A definir;2.Telefonia;0.0045;11420,75;A definir;A definir
SPGSP029;1103;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;3;A definir;6.Aging;0.0054;244,14;A definir;A definir
SPGSP029;1103;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPGSP029;1103;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;6.Aging;0.0072;106,21;A definir;A definir
SPGSP029;1103;2022-09-22;1;4541162;LIQ 2VEL ARNO POWER MIX LQ10 5;1;A definir;6.Aging;0.0131;91,96;A definir;A definir
SPGSP029;1103;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;2;A definir;6.Aging;0.0132;485,24;A definir;A definir
SPGSP029;1103;2022-09-22;1;383104;LIQ 2VEL MONDIAL POWER BLACK L;1;A definir;6.Aging;0.0152;73,79;A definir;A definir
SPGSP029;1103;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;3;A definir;6.Aging;0.021;411,06;A definir;A definir
SPGSP029;1103;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;1;A definir;6.Aging;0.0211;155,44;A definir;A definir
SPGSP029;1103;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;4;A definir;6.Aging;0.028;548,08;A definir;A definir
SPGSP029;1103;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPGSP029;1103;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPGSP029;1103;2022-09-22;1;4577655;FRIT ELET MONDIAL S/OLEO AF31;1;A definir;6.Aging;0.0337;344,38;A definir;A definir
SPGSP029;1103;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;2;A definir;6.Aging;0.0422;310,88;A definir;A definir
SPGSP029;1103;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPGSP029;1103;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPGSP029;1103;2022-09-22;1;5010799;VVC CONJ PAN 6PCS PARIS TRAMON;1;A definir;6.Aging;0.0432;318,96;A definir;A definir
SPGSP029;1103;2022-09-22;1;5010799;VVC CONJ PAN 6PCS PARIS TRAMON;1;A definir;6.Aging;0.0432;318,96;A definir;A definir
SPGSP029;1103;2022-09-22;1;4988370;MIXER 350W BRITANIA INOX MAXX;1;A definir;6.Aging;0.0485;111,37;A definir;A definir
SPGSP029;1103;2022-09-22;1;4696603;TORRE DE SOM LG RN5 BTH USB FM;1;A definir;6.Aging;0.1336;944,17;A definir;A definir
SPGSP029;1103;2022-09-22;1;5159342;"TV 50"" LED LG 4K 50UQ8050PSB W";1;A definir;3.Tecnologia;0.1431;2337,63;A definir;A definir
SPGSP029;1103;2022-09-22;1;4696603;TORRE DE SOM LG RN5 BTH USB FM;2;A definir;6.Aging;0.2672;1888,34;A definir;A definir
SPGSP029;1103;2022-09-22;1;5159342;"TV 50"" LED LG 4K 50UQ8050PSB W";2;A definir;3.Tecnologia;0.2862;4675,26;A definir;A definir
SPGSP029;1103;2022-09-22;1;5163730;"TV 55"" LED UHD 4K TCL 55P635";2;A definir;3.Tecnologia;0.3232;4883,98;A definir;A definir
SPGSP029;1103;2022-09-22;1;4845056;REF FF 410L CONSUL CRM50HK INO;1;A definir;6.Aging;0.9938;3131,56;A definir;A definir
SPGSP029;1366;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPGSP029;1366;2022-09-22;1;4775694;CEL DESB IPHONE 11 128GB WHT M;1;A definir;2.Telefonia;0.0006;3942,77;A definir;A definir
SPGSP029;1366;2022-09-22;1;5021308;CEL. DESB. MOTO G31 128GB GRAF;1;A definir;2.Telefonia;0.0007;1383,04;A definir;A definir
SPGSP029;1366;2022-09-22;1;5021308;CEL. DESB. MOTO G31 128GB GRAF;1;A definir;2.Telefonia;0.0007;1383,04;A definir;A definir
SPGSP029;1366;2022-09-22;1;5123186;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPGSP029;1366;2022-09-22;1;5123186;CEL. DESB SMARTPHONE HIT PHILC;2;A definir;2.Telefonia;0.0014;913,5;A definir;A definir
SPGSP029;1366;2022-09-22;1;3942988;TEL ID SF MOTOROLA DECT 60 MOT;1;A definir;5.Escoamento_+7DD;0.0016;114,49;A definir;A definir
SPGSP029;1366;2022-09-22;1;3942988;TEL ID SF MOTOROLA DECT 60 MOT;1;A definir;5.Escoamento_+7DD;0.0016;114,49;A definir;A definir
SPGSP029;1366;2022-09-22;1;3942988;TEL ID SF MOTOROLA DECT 60 MOT;1;A definir;5.Escoamento_+7DD;0.0016;114,49;A definir;A definir
SPGSP029;1366;2022-09-22;1;3942988;TEL ID SF MOTOROLA DECT 60 MOT;1;A definir;5.Escoamento_+7DD;0.0016;114,49;A definir;A definir
SPGSP029;1366;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;1;A definir;5.Escoamento_+7DD;0.0018;105,06;A definir;A definir
SPGSP029;1366;2022-09-22;1;4026276;PRAN BRITANIA TITANIUM BLUE AZ;2;A definir;5.Escoamento_+7DD;0.0028;163,8;A definir;A definir
SPGSP029;1366;2022-09-22;1;4026276;PRAN BRITANIA TITANIUM BLUE AZ;2;A definir;5.Escoamento_+7DD;0.0028;163,8;A definir;A definir
SPGSP029;1366;2022-09-22;1;4738845;ESCOVA ROT. PHILCO SPIN BRUSH;1;A definir;5.Escoamento_+7DD;0.0036;110,79;A definir;A definir
SPGSP029;1366;2022-09-22;1;5159636;PRANCHA TAIFF RED ION VM/PTO B;2;A definir;5.Escoamento_+7DD;0.0038;265,7;A definir;A definir
SPGSP029;1366;2022-09-22;1;4669754;PARAF BPF03M 12V BIVOLT BRITAN;1;A definir;5.Escoamento_+7DD;0.0046;205,11;A definir;A definir
SPGSP029;1366;2022-09-22;1;4428269;TRIPLO CHIP CLARO ODA 4G UNIVE;50;A definir;2.Telefonia;0.005;38,0;A definir;A definir
SPGSP029;1366;2022-09-22;1;4428269;TRIPLO CHIP CLARO ODA 4G UNIVE;50;A definir;2.Telefonia;0.005;38,0;A definir;A definir
SPGSP029;1366;2022-09-22;1;4023277;COLCHAO INFLAVEL JILONG SOLTEI;1;A definir;5.Escoamento_+7DD;0.0052;68,32;A definir;A definir
SPGSP029;1366;2022-09-22;1;4432703;CJ 6 COPOS ESTELA LONG DRINK 4;1;A definir;5.Escoamento_+7DD;0.0062;37,87;A definir;A definir
SPGSP029;1366;2022-09-22;1;4610857;BARBEADOR PHILCO SHAVER EASYBL;3;A definir;5.Escoamento_+7DD;0.0063;725,46;A definir;A definir
SPGSP029;1366;2022-09-22;1;574;SECADOR 2100W PHILCO CHERRY 11;1;A definir;5.Escoamento_+7DD;0.0069;92,9;A definir;A definir
SPGSP029;1366;2022-09-22;1;1785451;SECADOR 1900W MONDIAL SHINE BL;1;A definir;5.Escoamento_+7DD;0.007;75,17;A definir;A definir
SPGSP029;1366;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;9;A definir;2.Telefonia;0.0072;10009,89;A definir;A definir
SPGSP029;1366;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;4;A definir;4.Baixo_dde;0.0072;325,52;A definir;A definir
SPGSP029;1366;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;5.Escoamento_+7DD;0.0072;119,43;A definir;A definir
SPGSP029;1366;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;5.Escoamento_+7DD;0.0072;119,43;A definir;A definir
SPGSP029;1366;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;5.Escoamento_+7DD;0.0072;119,43;A definir;A definir
SPGSP029;1366;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;5.Escoamento_+7DD;0.0072;119,43;A definir;A definir
SPGSP029;1366;2022-09-22;1;4205979;MINI PROCES PHILCO PH900 TURBO;1;A definir;5.Escoamento_+7DD;0.0074;114,63;A definir;A definir
SPGSP029;1366;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;5;A definir;5.Escoamento_+7DD;0.009;525,3;A definir;A definir
SPGSP029;1366;2022-09-22;1;382310;ESPREM 1250ML MONDIAL PREMIUM;1;A definir;5.Escoamento_+7DD;0.0095;53,41;A definir;A definir
SPGSP029;1366;2022-09-22;1;5133386;COBERTOR MIC LISO 180G CS 180X;1;A definir;5.Escoamento_+7DD;0.01;35,61;A definir;A definir
SPGSP029;1366;2022-09-22;1;4839358;CAF OSTER OCAF300 0,75L PT/INO;1;A definir;5.Escoamento_+7DD;0.0114;107,48;A definir;A definir
SPGSP029;1366;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;15;A definir;2.Telefonia;0.012;16683,15;A definir;A definir
SPGSP029;1366;2022-09-22;1;574;SECADOR 2100W PHILCO CHERRY 11;2;A definir;5.Escoamento_+7DD;0.0138;185,8;A definir;A definir
SPGSP029;1366;2022-09-22;1;4205995;ASP STICK 1000W PHILCO PH1 RAP;1;A definir;5.Escoamento_+7DD;0.0139;150,21;A definir;A definir
SPGSP029;1366;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;2;A definir;5.Escoamento_+7DD;0.014;274,04;A definir;A definir
SPGSP029;1366;2022-09-22;1;5144655;CAF 30XIC ELECTROLUX EFFICIENT;1;A definir;0.Pv;0.0142;111,29;A definir;A definir
SPGSP029;1366;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;2;A definir;5.Escoamento_+7DD;0.0144;238,86;A definir;A definir
SPGSP029;1366;2022-09-22;1;383104;LIQ 2VEL MONDIAL POWER BLACK L;1;A definir;5.Escoamento_+7DD;0.0152;73,79;A definir;A definir
SPGSP029;1366;2022-09-22;1;4365739;FERRO V/SPR OSTER 5907 BR/DR 1;3;A definir;5.Escoamento_+7DD;0.0165;269,28;A definir;A definir
SPGSP029;1366;2022-09-22;1;3952460;LIQ 4VEL/PUL BRITAN DIAMANTE 8;1;A definir;5.Escoamento_+7DD;0.0171;104,84;A definir;A definir
SPGSP029;1366;2022-09-22;1;4023285;COLCHAO INFLAVEL JILONG CASAL;2;A definir;5.Escoamento_+7DD;0.0172;228,4;A definir;A definir
SPGSP029;1366;2022-09-22;1;3833399;CAF 15CF PHILCO PH17 PTO/INOX;2;A definir;5.Escoamento_+7DD;0.0176;212,18;A definir;A definir
SPGSP029;1366;2022-09-22;1;4173783;VVC PAN PRESS PPFE 45L NIGRO P;1;A definir;5.Escoamento_+7DD;0.0189;115,26;A definir;A definir
SPGSP029;1366;2022-09-22;1;4682920;PAN ELET PHILCO VISOR GLASS PH;1;A definir;5.Escoamento_+7DD;0.0248;179,88;A definir;A definir
SPGSP029;1366;2022-09-22;1;4682920;PAN ELET PHILCO VISOR GLASS PH;1;A definir;5.Escoamento_+7DD;0.0248;179,88;A definir;A definir
SPGSP029;1366;2022-09-22;1;4727550;VENT 30CM MS ULTRA V30 6P BR/A;1;A definir;5.Escoamento_+7DD;0.0273;72,17;A definir;A definir
SPGSP029;1366;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;4;A definir;5.Escoamento_+7DD;0.028;548,08;A definir;A definir
SPGSP029;1366;2022-09-22;1;382310;ESPREM 1250ML MONDIAL PREMIUM;3;A definir;5.Escoamento_+7DD;0.0285;160,23;A definir;A definir
SPGSP029;1366;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPGSP029;1366;2022-09-22;1;5133394;COBERTOR MIC LISO 180G QUEEN 2;3;A definir;4.Baixo_dde;0.0348;134,85;A definir;A definir
SPGSP029;1366;2022-09-22;1;3958019;ARM GELADEIRA BART RUBI(EX IZA;1;A definir;1.Lista_Supply;0.0402;76,14;A definir;A definir
SPGSP029;1366;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;2;A definir;5.Escoamento_+7DD;0.0422;310,88;A definir;A definir
SPGSP029;1366;2022-09-22;1;3958191;ARM P/ MICROONDA C/ NICHO BART;1;A definir;1.Lista_Supply;0.0474;89,32;A definir;A definir
SPGSP029;1366;2022-09-22;1;4988370;MIXER 350W BRITANIA INOX MAXX;1;A definir;5.Escoamento_+7DD;0.0485;111,37;A definir;A definir
SPGSP029;1366;2022-09-22;1;4988370;MIXER 350W BRITANIA INOX MAXX;1;A definir;5.Escoamento_+7DD;0.0485;111,37;A definir;A definir
SPGSP029;1366;2022-09-22;1;4815041;CJ ROCHEDO SMART 7 PC VERM 17M;1;A definir;4.Baixo_dde;0.0501;333,76;A definir;A definir
SPGSP029;1366;2022-09-22;1;4815041;CJ ROCHEDO SMART 7 PC VERM 17M;1;A definir;4.Baixo_dde;0.0501;333,76;A definir;A definir
SPGSP029;1366;2022-09-22;1;3620450;FG 4B COOKTOP PHILCO COOK CHEF;1;A definir;5.Escoamento_+7DD;0.0507;373,06;A definir;A definir
SPGSP029;1366;2022-09-22;1;3620450;FG 4B COOKTOP PHILCO COOK CHEF;1;A definir;5.Escoamento_+7DD;0.0507;373,06;A definir;A definir
SPGSP029;1366;2022-09-22;1;4926439;VENT 30CM MS MONDIAL SUPER POW;2;A definir;5.Escoamento_+7DD;0.0562;169,88;A definir;A definir
SPGSP029;1366;2022-09-22;1;3958132;ARM 2 PTS C/ VIDRO BART RUBI(E;1;A definir;1.Lista_Supply;0.0568;207,01;A definir;A definir
SPGSP029;1366;2022-09-22;1;4926498;VENT 40CM MS MONDIAL SUPER POW;1;A definir;5.Escoamento_+7DD;0.0572;96,13;A definir;A definir
SPGSP029;1366;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;2;A definir;3.Tecnologia;0.0616;728,52;A definir;A definir
SPGSP029;1366;2022-09-22;1;3620468;FG 5B COOKTOP PHILCO COOK CHEF;1;A definir;5.Escoamento_+7DD;0.0618;449,34;A definir;A definir
SPGSP029;1366;2022-09-22;1;5160987;COMODA 1PT C/3GV MOVEIS ESTREL;1;A definir;5.Escoamento_+7DD;0.0634;293,77;A definir;A definir
SPGSP029;1366;2022-09-22;1;5019656;ARM MULTIUSO 2PT 4PRAT KP LIMA;1;A definir;1.Lista_Supply;0.0641;226,26;A definir;A definir
SPGSP029;1366;2022-09-22;1;4669487;KIT MONDIAL KT-105-R L99+B44+E;1;A definir;5.Escoamento_+7DD;0.0658;222,34;A definir;A definir
SPGSP029;1366;2022-09-22;1;4669487;KIT MONDIAL KT-105-R L99+B44+E;1;A definir;5.Escoamento_+7DD;0.0658;222,34;A definir;A definir
SPGSP029;1366;2022-09-22;1;3958310;BALC DUPLO 2 PTS BART RUBI(EX;1;A definir;1.Lista_Supply;0.0683;186,24;A definir;A definir
SPGSP029;1366;2022-09-22;1;4622065;VENT 40CM COL MONDIAL TURBO VT;1;A definir;5.Escoamento_+7DD;0.0713;180,35;A definir;A definir
SPGSP029;1366;2022-09-22;1;8184801;F MIC 31L ELECTROLUX MEF41 110;1;A definir;5.Escoamento_+7DD;0.0835;538,96;A definir;A definir
SPGSP029;1366;2022-09-22;1;8184801;F MIC 31L ELECTROLUX MEF41 110;1;A definir;5.Escoamento_+7DD;0.0835;538,96;A definir;A definir
SPGSP029;1366;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;4;A definir;5.Escoamento_+7DD;0.0844;621,76;A definir;A definir
SPGSP029;1366;2022-09-22;1;3952460;LIQ 4VEL/PUL BRITAN DIAMANTE 8;5;A definir;5.Escoamento_+7DD;0.0855;524,2;A definir;A definir
SPGSP029;1366;2022-09-22;1;4839200;ESCOVA SECADORA BRITANIA SOFT;3;A definir;4.Baixo_dde;0.0882;323,97;A definir;A definir
SPGSP029;1366;2022-09-22;1;5025303;TORRE DE SOM PULSE SP505 BT/US;1;A definir;5.Escoamento_+7DD;0.0953;1170,95;A definir;A definir
SPGSP029;1366;2022-09-22;1;4682920;PAN ELET PHILCO VISOR GLASS PH;4;A definir;5.Escoamento_+7DD;0.0992;719,52;A definir;A definir
SPGSP029;1366;2022-09-22;1;4886909;CX DE SOM AMP MONDIAL CM550 55;1;A definir;5.Escoamento_+7DD;0.1008;494,28;A definir;A definir
SPGSP029;1366;2022-09-22;1;3958043;ARM 1 PT 1 BASC C/ UTEN BART R;1;A definir;1.Lista_Supply;0.1019;199,52;A definir;A definir
SPGSP029;1366;2022-09-22;1;4722302;BALCAO BUFFET VIERO MALTA GRAP;1;A definir;1.Lista_Supply;0.1037;280,37;A definir;A definir
SPGSP029;1366;2022-09-22;1;4871499;MESA RD C/TP 103 DOBUE TURIM C;1;A definir;5.Escoamento_+7DD;0.1089;324,64;A definir;A definir
SPGSP029;1366;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";2;A definir;3.Tecnologia;0.1128;2305,92;A definir;A definir
SPGSP029;1366;2022-09-22;1;4982797;MOD 2PT COR 3GV DEMOBILE ESCOC;1;A definir;5.Escoamento_+7DD;0.1241;941,88;A definir;A definir
SPGSP029;1366;2022-09-22;1;4916344;BICICLETA TRUP VERMELHA ARO 20;1;A definir;5.Escoamento_+7DD;0.1277;529,96;A definir;A definir
SPGSP029;1366;2022-09-22;1;4696603;TORRE DE SOM LG RN5 BTH USB FM;1;A definir;5.Escoamento_+7DD;0.1336;944,17;A definir;A definir
SPGSP029;1366;2022-09-22;1;4696603;TORRE DE SOM LG RN5 BTH USB FM;1;A definir;5.Escoamento_+7DD;0.1336;944,17;A definir;A definir
SPGSP029;1366;2022-09-22;1;4577655;FRIT ELET MONDIAL S/OLEO AF31;4;A definir;5.Escoamento_+7DD;0.1348;1377,52;A definir;A definir
SPGSP029;1366;2022-09-22;1;4806859;CADEIRA PARA AUTO LEGACY PRETO;1;A definir;5.Escoamento_+7DD;0.1509;644,18;A definir;A definir
SPGSP029;1366;2022-09-22;1;3958256;BALC TRIP 2PT2GV1GVTAO BART RU;1;A definir;1.Lista_Supply;0.1527;293,86;A definir;A definir
SPGSP029;1366;2022-09-22;1;5163730;"TV 55"" LED UHD 4K TCL 55P635";1;A definir;3.Tecnologia;0.1616;2441,99;A definir;A definir
SPGSP029;1366;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";3;A definir;3.Tecnologia;0.165;3081,99;A definir;A definir
SPGSP029;1366;2022-09-22;1;4824547;F MIC 34L ELECTROLUX MEO44 110;2;A definir;5.Escoamento_+7DD;0.1718;1312,9;A definir;A definir
SPGSP029;1366;2022-09-22;1;4694864;CLIMATIZADOR PHILCO PCL1F FRIO;2;A definir;5.Escoamento_+7DD;0.179;957,24;A definir;A definir
SPGSP029;1366;2022-09-22;1;4794214;MINI SYSTEM GRADIENT GMS300 30;2;A definir;5.Escoamento_+7DD;0.19;1834,66;A definir;A definir
SPGSP029;1366;2022-09-22;1;4575962;APARADOR TP VIDR 110X40 ACO NO;1;A definir;1.Lista_Supply;0.2;319,48;A definir;A definir
SPGSP029;1535;2022-09-22;1;4757980;APARADOR DE PELOS PHILIPS BT12;1;A definir;5.Escoamento_+7DD;0.0007;90,06;A definir;A definir
SPGSP029;1535;2022-09-22;1;4026276;PRAN BRITANIA TITANIUM BLUE AZ;1;A definir;5.Escoamento_+7DD;0.0014;81,9;A definir;A definir
SPGSP029;1535;2022-09-22;1;4157907;MODELADOR TAIFF CURVES PTO BIV;1;A definir;5.Escoamento_+7DD;0.0026;109,23;A definir;A definir
SPGSP029;1535;2022-09-22;1;4157907;MODELADOR TAIFF CURVES PTO BIV;1;A definir;5.Escoamento_+7DD;0.0026;109,23;A definir;A definir
SPGSP029;1535;2022-09-22;1;4157907;MODELADOR TAIFF CURVES PTO BIV;1;A definir;5.Escoamento_+7DD;0.0026;109,23;A definir;A definir
SPGSP029;1535;2022-09-22;1;4649478;FAQUEIRO NO POTE 30 PCS IPANEM;1;A definir;5.Escoamento_+7DD;0.0027;52,93;A definir;A definir
SPGSP029;1535;2022-09-22;1;4649478;FAQUEIRO NO POTE 30 PCS IPANEM;1;A definir;5.Escoamento_+7DD;0.0027;52,93;A definir;A definir
SPGSP029;1535;2022-09-22;1;4393732;KIT DE ACESSORIOS X-LINE 33 PC;3;A definir;5.Escoamento_+7DD;0.003;161,22;A definir;A definir
SPGSP029;1535;2022-09-22;1;4663535;PARAFU FURAD GSR 120-LI C 1 BA;1;A definir;5.Escoamento_+7DD;0.004;468,21;A definir;A definir
SPGSP029;1535;2022-09-22;1;4023277;COLCHAO INFLAVEL JILONG SOLTEI;1;A definir;5.Escoamento_+7DD;0.0052;68,32;A definir;A definir
SPGSP029;1535;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;3;A definir;5.Escoamento_+7DD;0.0054;315,18;A definir;A definir
SPGSP029;1535;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;3;A definir;4.Baixo_dde;0.0054;244,14;A definir;A definir
SPGSP029;1535;2022-09-22;1;3699846;SUP TV FIXO 14 A 84 ELG UNI100;6;A definir;4.Baixo_dde;0.0054;123,0;A definir;A definir
SPGSP029;1535;2022-09-22;1;4365739;FERRO V/SPR OSTER 5907 BR/DR 1;1;A definir;5.Escoamento_+7DD;0.0055;89,76;A definir;A definir
SPGSP029;1535;2022-09-22;1;4026276;PRAN BRITANIA TITANIUM BLUE AZ;4;A definir;5.Escoamento_+7DD;0.0056;327,6;A definir;A definir
SPGSP029;1535;2022-09-22;1;7900252;SUP TV INC/ART 10/55 BRASF SBR;1;A definir;5.Escoamento_+7DD;0.0056;62,06;A definir;A definir
SPGSP029;1535;2022-09-22;1;7900252;SUP TV INC/ART 10/55 BRASF SBR;1;A definir;5.Escoamento_+7DD;0.0056;62,06;A definir;A definir
SPGSP029;1535;2022-09-22;1;4855620;PARAF FURAD GSR 1000 SMART A B;1;A definir;5.Escoamento_+7DD;0.0059;319,07;A definir;A definir
SPGSP029;1535;2022-09-22;1;4855620;PARAF FURAD GSR 1000 SMART A B;1;A definir;5.Escoamento_+7DD;0.0059;319,07;A definir;A definir
SPGSP029;1535;2022-09-22;1;574;SECADOR 2100W PHILCO CHERRY 11;1;A definir;5.Escoamento_+7DD;0.0069;92,9;A definir;A definir
SPGSP029;1535;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;5.Escoamento_+7DD;0.0072;119,43;A definir;A definir
SPGSP029;1535;2022-09-22;1;4205979;MINI PROCES PHILCO PH900 TURBO;1;A definir;5.Escoamento_+7DD;0.0074;114,63;A definir;A definir
SPGSP029;1535;2022-09-22;1;4205979;MINI PROCES PHILCO PH900 TURBO;1;A definir;5.Escoamento_+7DD;0.0074;114,63;A definir;A definir
SPGSP029;1535;2022-09-22;1;3728951;MINI SAND/GRILL PHILCO PT/INOX;1;A definir;5.Escoamento_+7DD;0.0076;108,94;A definir;A definir
SPGSP029;1535;2022-09-22;1;3728951;MINI SAND/GRILL PHILCO PT/INOX;1;A definir;5.Escoamento_+7DD;0.0076;108,94;A definir;A definir
SPGSP029;1535;2022-09-22;1;4808150;NOT POS MOTION Q4128C-S ATOM 4;1;A definir;3.Tecnologia;0.0084;1592,32;A definir;A definir
SPGSP029;1535;2022-09-22;1;310948;PRAN TAIFF RED ION VM/PT BIV.;4;A definir;5.Escoamento_+7DD;0.0084;518,84;A definir;A definir
SPGSP029;1535;2022-09-22;1;4023285;COLCHAO INFLAVEL JILONG CASAL;1;A definir;5.Escoamento_+7DD;0.0086;114,2;A definir;A definir
SPGSP029;1535;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;5;A definir;5.Escoamento_+7DD;0.009;525,3;A definir;A definir
SPGSP029;1535;2022-09-22;1;382310;ESPREM 1250ML MONDIAL PREMIUM;1;A definir;5.Escoamento_+7DD;0.0095;53,41;A definir;A definir
SPGSP029;1535;2022-09-22;1;4194128;CHIP TIM PLANO NAKED 4G..;100;A definir;2.Telefonia;0.01;207,0;A definir;A definir
SPGSP029;1535;2022-09-22;1;4194128;CHIP TIM PLANO NAKED 4G..;100;A definir;2.Telefonia;0.01;207,0;A definir;A definir
SPGSP029;1535;2022-09-22;1;5133386;COBERTOR MIC LISO 180G CS 180X;1;A definir;5.Escoamento_+7DD;0.01;35,61;A definir;A definir
SPGSP029;1535;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;13;A definir;2.Telefonia;0.0104;14458,73;A definir;A definir
SPGSP029;1535;2022-09-22;1;4023277;COLCHAO INFLAVEL JILONG SOLTEI;2;A definir;5.Escoamento_+7DD;0.0104;136,64;A definir;A definir
SPGSP029;1535;2022-09-22;1;5137578;TORRADEIRA MONDIAL PRATIC T-18;1;A definir;5.Escoamento_+7DD;0.0113;93,2;A definir;A definir
SPGSP029;1535;2022-09-22;1;4757734;LIQ 2VEL PHILIPS WALITA RI2110;1;A definir;5.Escoamento_+7DD;0.0128;112,24;A definir;A definir
SPGSP029;1535;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;2;A definir;5.Escoamento_+7DD;0.0144;238,86;A definir;A definir
