CLUSTER;FILIAL;DT CG PONTO;Nº CG PONTO;SKU;DESC SKU;QTDE;AÇÃO;PRIORIDADE;CUBAGEM;CUSTO;DATA ENTREGA;MOTIVO
SPCAP026;1061;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;1;A definir;5.Escoamento_+7DD;0.0211;155,44;A definir;A definir
SPCAP026;1061;2022-09-22;1;5054311;NOT LEN IDEAPAD3 CEL/4GB/128SS;2;A definir;3.Tecnologia;0.026;3957,12;A definir;A definir
SPCAP026;1061;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPCAP026;1061;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;6;A definir;5.Escoamento_+7DD;0.042;822,12;A definir;A definir
SPCAP026;1061;2022-09-22;1;4983645;FERRO A VAPOR PHILIPS WALITA D;1;A definir;0.Pv;0.0485;198,78;A definir;A definir
SPCAP026;1061;2022-09-22;1;3620450;FG 4B COOKTOP PHILCO COOK CHEF;1;A definir;5.Escoamento_+7DD;0.0507;373,06;A definir;A definir
SPCAP026;1061;2022-09-22;1;4817150;DUN FR BABY LOONEY TUNES HIPER;1;A definir;0.Pv;0.057;161,59;A definir;A definir
SPCAP026;1061;2022-09-22;1;5159318;"TV 32"" HD LG 32LQ620BPSB WIFI/";1;A definir;3.Tecnologia;0.0578;1243,32;A definir;A definir
SPCAP026;1061;2022-09-22;1;5159318;"TV 32"" HD LG 32LQ620BPSB WIFI/";1;A definir;3.Tecnologia;0.0578;1243,32;A definir;A definir
SPCAP026;1061;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;2;A definir;3.Tecnologia;0.0616;728,52;A definir;A definir
SPCAP026;1061;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPCAP026;1061;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPCAP026;1061;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPCAP026;1061;2022-09-22;1;4679180;"TV 43"" LED FHD SAMSUNG 43T5300";1;A definir;3.Tecnologia;0.0879;2099,85;A definir;A definir
SPCAP026;1061;2022-09-22;1;4643461;"TV 43"" AOC ROKU TV FHD 43S5195";1;A definir;3.Tecnologia;0.103;1479,91;A definir;A definir
SPCAP026;1061;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;5;A definir;5.Escoamento_+7DD;0.1055;777,2;A definir;A definir
SPCAP026;1061;2022-09-22;1;5155398;F MIC 34L BRITANIA BMO34EB 110;1;A definir;5.Escoamento_+7DD;0.1073;567,74;A definir;A definir
SPCAP026;1061;2022-09-22;1;4387716;CADEIRA AUTO NANIA TRIO ACCES;1;A definir;5.Escoamento_+7DD;0.1249;173,97;A definir;A definir
SPCAP026;1061;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";3;A definir;3.Tecnologia;0.165;3081,99;A definir;A definir
SPCAP026;1061;2022-09-22;1;5159385;"TV 55"" LED LG 4K 55UQ8050PSB W";1;A definir;3.Tecnologia;0.1784;2567,71;A definir;A definir
SPCAP026;1061;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;2;A definir;3.Tecnologia;0.1788;3563,14;A definir;A definir
SPCAP026;1061;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP026;1061;2022-09-22;1;4844866;"TV 43"" LED UHD 4K SAMSUNG 43AU";2;A definir;3.Tecnologia;0.1956;4134,98;A definir;A definir
SPCAP026;1061;2022-09-22;1;5159350;"TV 43"" LED LG 4K 43UQ7500PSF W";2;A definir;3.Tecnologia;0.213;3733,36;A definir;A definir
SPCAP026;1061;2022-09-22;1;5159326;"TV 65"" LED LG 4K 65UQ8050PSB W";1;A definir;3.Tecnologia;0.2669;3242,65;A definir;A definir
SPCAP026;1061;2022-09-22;3;4696603;TORRE DE SOM LG RN5 BTH USB FM;2;A definir;5.Escoamento_+7DD;0.2672;1888,34;A definir;A definir
SPCAP026;1061;2022-09-22;1;4692187;COL D20 ALT12 088 ORTOBOM CANN;1;A definir;5.Escoamento_+7DD;0.2751;248,3;A definir;A definir
SPCAP026;1061;2022-09-22;1;4192745;COL D33 ESP14 088 ORTOBOM CANN;1;A definir;5.Escoamento_+7DD;0.2781;386,4;A definir;A definir
SPCAP026;1061;2022-09-22;1;5096006;"TV 65"" LED UHD 4K TCL 65P725";1;A definir;3.Tecnologia;0.2784;3183,91;A definir;A definir
SPCAP026;1270;2022-09-22;1;5049636;CEL.DESB SAMSUNG GALAXY A03 PR;1;A definir;2.Telefonia;0.0004;912,65;A definir;A definir
SPCAP026;1270;2022-09-22;1;5049636;CEL.DESB SAMSUNG GALAXY A03 PR;1;A definir;2.Telefonia;0.0004;912,65;A definir;A definir
SPCAP026;1270;2022-09-22;1;5049636;CEL.DESB SAMSUNG GALAXY A03 PR;1;A definir;2.Telefonia;0.0004;912,65;A definir;A definir
SPCAP026;1270;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPCAP026;1270;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;1;A definir;2.Telefonia;0.0008;1112,21;A definir;A definir
SPCAP026;1270;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;1;A definir;2.Telefonia;0.0008;1112,21;A definir;A definir
SPCAP026;1270;2022-09-22;1;5049636;CEL.DESB SAMSUNG GALAXY A03 PR;3;A definir;2.Telefonia;0.0012;2737,95;A definir;A definir
SPCAP026;1270;2022-09-22;1;5049636;CEL.DESB SAMSUNG GALAXY A03 PR;3;A definir;2.Telefonia;0.0012;2737,95;A definir;A definir
SPCAP026;1270;2022-09-22;1;4791525;TAB POS TWIST KIDS T770KF 7/QC;2;A definir;3.Tecnologia;0.003;741,46;A definir;A definir
SPCAP026;1270;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;2;A definir;6.Aging;0.0036;162,76;A definir;A definir
SPCAP026;1270;2022-09-22;1;5159636;PRANCHA TAIFF RED ION VM/PTO B;2;A definir;6.Aging;0.0038;231,9;A definir;A definir
SPCAP026;1270;2022-09-22;1;5047331;LEGO TRICICLO ELETRONICO DO HO;1;A definir;0.Pv;0.0042;44,66;A definir;A definir
SPCAP026;1270;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;7;A definir;2.Telefonia;0.0056;7785,47;A definir;A definir
SPCAP026;1270;2022-09-22;1;7900252;SUP TV INC/ART 10/55 BRASF SBR;1;A definir;6.Aging;0.0056;55,24;A definir;A definir
SPCAP026;1270;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP026;1270;2022-09-22;1;4667506;DVD MONDIAL D21 USB GAME 600 J;1;A definir;6.Aging;0.0068;163,57;A definir;A definir
SPCAP026;1270;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP026;1270;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP026;1270;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;4.Baixo_dde;0.0072;106,21;A definir;A definir
SPCAP026;1270;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;4.Baixo_dde;0.0072;106,21;A definir;A definir
SPCAP026;1270;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;4.Baixo_dde;0.0072;106,21;A definir;A definir
SPCAP026;1270;2022-09-22;1;4205979;MINI PROCES PHILCO PH900 TURBO;1;A definir;6.Aging;0.0074;114,63;A definir;A definir
SPCAP026;1270;2022-09-22;1;4846125;ESPREM DE FRUTAS SUCO EXPRESS;1;A definir;6.Aging;0.0081;111,61;A definir;A definir
SPCAP026;1270;2022-09-22;1;4541162;LIQ 2VEL ARNO POWER MIX LQ10 5;1;A definir;6.Aging;0.0131;91,96;A definir;A definir
SPCAP026;1270;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;2;A definir;6.Aging;0.0132;485,24;A definir;A definir
SPCAP026;1270;2022-09-22;1;3952460;LIQ 4VEL/PUL BRITAN DIAMANTE 8;1;A definir;4.Baixo_dde;0.0171;104,84;A definir;A definir
SPCAP026;1270;2022-09-22;1;4529359;LIQ 12VEL MONDIAL L1200 C/F 12;1;A definir;6.Aging;0.0232;143,39;A definir;A definir
SPCAP026;1270;2022-09-22;1;4529359;LIQ 12VEL MONDIAL L1200 C/F 12;1;A definir;6.Aging;0.0232;143,39;A definir;A definir
SPCAP026;1270;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;4;A definir;6.Aging;0.028;548,08;A definir;A definir
SPCAP026;1270;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPCAP026;1270;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP026;1270;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP026;1270;2022-09-22;1;4744020;LIQ 15VEL OSTER 1400W OLIQ610;4;A definir;6.Aging;0.0844;621,76;A definir;A definir
SPCAP026;1270;2022-09-22;1;5131995;CJ DE POTES COM TAMPA 3 PCS PL;1;A definir;6.Aging;0.0892;18,99;A definir;A definir
SPCAP026;1270;2022-09-22;1;5131995;CJ DE POTES COM TAMPA 3 PCS PL;1;A definir;6.Aging;0.0892;18,99;A definir;A definir
SPCAP026;1270;2022-09-22;1;5023211;TV 43 LED FHD TCL 43S615 HDMI/;1;A definir;3.Tecnologia;0.0894;1781,57;A definir;A definir
SPCAP026;1270;2022-09-22;1;4694864;CLIMATIZADOR PHILCO PCL1F FRIO;1;A definir;6.Aging;0.0895;478,62;A definir;A definir
SPCAP026;1270;2022-09-22;1;4694864;CLIMATIZADOR PHILCO PCL1F FRIO;1;A definir;6.Aging;0.0895;478,62;A definir;A definir
SPCAP026;1270;2022-09-22;1;4694864;CLIMATIZADOR PHILCO PCL1F FRIO;1;A definir;6.Aging;0.0895;478,62;A definir;A definir
SPCAP026;1270;2022-09-22;1;5159350;"TV 43"" LED LG 4K 43UQ7500PSF W";1;A definir;3.Tecnologia;0.1065;1866,68;A definir;A definir
SPCAP026;1270;2022-09-22;1;4775562;TORRE DE SOM GRADIENT GCA103M;1;A definir;6.Aging;0.2254;1287,51;A definir;A definir
SPCAP026;1270;2022-09-22;1;4696603;TORRE DE SOM LG RN5 BTH USB FM;2;A definir;6.Aging;0.2672;1888,34;A definir;A definir
SPCAP026;1270;2022-09-22;1;5123518;BICICLETA NETUNO ARO 29 PRETA/;1;A definir;6.Aging;0.3402;756,44;A definir;A definir
SPCAP026;1270;2022-09-22;1;4845030;REF FF 410L CONSUL CRM50HB BC;1;A definir;6.Aging;0.9938;2899,65;A definir;A definir
SPCAP026;1544;2022-09-22;1;5023190;CEL DESB SMARTPHONE HIT P12 DA;1;A definir;2.Telefonia;0.0003;751,22;A definir;A definir
SPCAP026;1544;2022-09-22;1;5023190;CEL DESB SMARTPHONE HIT P12 DA;1;A definir;2.Telefonia;0.0003;751,22;A definir;A definir
SPCAP026;1544;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1194,29;A definir;A definir
SPCAP026;1544;2022-09-22;1;5122678;CEL.DESB.SAMSUNG GALAXY A13 12;1;A definir;2.Telefonia;0.0005;1194,29;A definir;A definir
SPCAP026;1544;2022-09-22;1;5074118;CEL.DESB. INFINIX HOT 11 SILVE;1;A definir;2.Telefonia;0.0007;1054,93;A definir;A definir
SPCAP026;1544;2022-09-22;1;5123178;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPCAP026;1544;2022-09-22;1;5123178;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPCAP026;1544;2022-09-22;1;5123186;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPCAP026;1544;2022-09-22;1;5123186;CEL. DESB SMARTPHONE HIT PHILC;1;A definir;2.Telefonia;0.0007;456,75;A definir;A definir
SPCAP026;1544;2022-09-22;1;5073120;CEL. DESB. MOTO G22 128GB PRET;1;A definir;2.Telefonia;0.0008;1113,09;A definir;A definir
SPCAP026;1544;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;1;A definir;2.Telefonia;0.0008;1112,21;A definir;A definir
SPCAP026;1544;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;1;A definir;2.Telefonia;0.0008;1112,21;A definir;A definir
SPCAP026;1544;2022-09-22;1;5132142;CEL.DESB.SAMSUNG GALAXY S20 FE;1;A definir;2.Telefonia;0.0009;2284,37;A definir;A definir
SPCAP026;1544;2022-09-22;1;5132142;CEL.DESB.SAMSUNG GALAXY S20 FE;1;A definir;2.Telefonia;0.0009;2284,37;A definir;A definir
SPCAP026;1544;2022-09-22;1;4709918;CEL DESB MULTILASER E P9128 32;1;A definir;2.Telefonia;0.0011;311,89;A definir;A definir
SPCAP026;1544;2022-09-22;1;4709918;CEL DESB MULTILASER E P9128 32;1;A definir;2.Telefonia;0.0011;311,89;A definir;A definir
SPCAP026;1544;2022-09-22;1;5123178;CEL. DESB SMARTPHONE HIT PHILC;2;A definir;2.Telefonia;0.0014;913,5;A definir;A definir
SPCAP026;1544;2022-09-22;1;4026276;PRAN BRITANIA TITANIUM BLUE AZ;1;A definir;6.Aging;0.0014;81,9;A definir;A definir
SPCAP026;1544;2022-09-22;1;4791517;TAB POS TWIST T770F 7/QC/AND/3;1;A definir;3.Tecnologia;0.0015;364,02;A definir;A definir
SPCAP026;1544;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;1;A definir;6.Aging;0.0018;105,06;A definir;A definir
SPCAP026;1544;2022-09-22;1;4635809;PRAN PHILCO ULTRA TITANIUM PPR;1;A definir;6.Aging;0.0018;105,06;A definir;A definir
SPCAP026;1544;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;3;A definir;2.Telefonia;0.0024;3336,63;A definir;A definir
SPCAP026;1544;2022-09-22;1;5073138;CEL. DESB. MOTO G22 128GB AZUL;3;A definir;2.Telefonia;0.0024;3336,63;A definir;A definir
SPCAP026;1544;2022-09-22;1;310883;PRAN TAIFF CERAMIC BIV;2;A definir;6.Aging;0.0036;162,76;A definir;A definir
SPCAP026;1544;2022-09-22;1;4936280;SECADOR 2100W TAIFF TOURMALINE;1;A definir;6.Aging;0.0066;242,62;A definir;A definir
SPCAP026;1544;2022-09-22;1;574;SECADOR 2100W PHILCO CHERRY 11;1;A definir;6.Aging;0.0069;92,9;A definir;A definir
SPCAP026;1544;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP026;1544;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;1;A definir;6.Aging;0.007;137,02;A definir;A definir
SPCAP026;1544;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;6.Aging;0.0072;119,43;A definir;A definir
SPCAP026;1544;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;6.Aging;0.0072;119,43;A definir;A definir
SPCAP026;1544;2022-09-22;1;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;6.Aging;0.0072;119,43;A definir;A definir
SPCAP026;1544;2022-09-22;1;4194128;CHIP TIM PLANO NAKED 4G..;100;A definir;2.Telefonia;0.01;207,0;A definir;A definir
SPCAP026;1544;2022-09-22;1;5148073;NOT ACER A515-54-57CS CI5/8GB/;1;A definir;3.Tecnologia;0.0108;3360,71;A definir;A definir
SPCAP026;1544;2022-09-22;1;574;SECADOR 2100W PHILCO CHERRY 11;2;A definir;6.Aging;0.0138;185,8;A definir;A definir
SPCAP026;1544;2022-09-22;1;384372;SANDUICHEIRA E GRILL MONDIAL S;1;A definir;6.Aging;0.0142;83,93;A definir;A definir
SPCAP026;1544;2022-09-22;1;384372;SANDUICHEIRA E GRILL MONDIAL S;1;A definir;6.Aging;0.0142;83,93;A definir;A definir
SPCAP026;1544;2022-09-22;1;383104;LIQ 2VEL MONDIAL POWER BLACK L;1;A definir;6.Aging;0.0152;73,79;A definir;A definir
SPCAP026;1544;2022-09-22;1;3952444;LIQ 4VEL BRITANIA DIAMANTE 800;1;A definir;6.Aging;0.0172;105,52;A definir;A definir
SPCAP026;1544;2022-09-22;1;4682920;PAN ELET PHILCO VISOR GLASS PH;1;A definir;6.Aging;0.0248;179,88;A definir;A definir
SPCAP026;1544;2022-09-22;1;4682920;PAN ELET PHILCO VISOR GLASS PH;1;A definir;6.Aging;0.0248;179,88;A definir;A definir
SPCAP026;1544;2022-09-22;1;3833399;CAF 15CF PHILCO PH17 PTO/INOX;3;A definir;6.Aging;0.0264;318,27;A definir;A definir
SPCAP026;1544;2022-09-22;1;4926439;VENT 30CM MS MONDIAL SUPER POW;1;A definir;6.Aging;0.0281;84,94;A definir;A definir
SPCAP026;1544;2022-09-22;1;4926439;VENT 30CM MS MONDIAL SUPER POW;1;A definir;6.Aging;0.0281;84,94;A definir;A definir
SPCAP026;1544;2022-09-22;1;4926439;VENT 30CM MS MONDIAL SUPER POW;1;A definir;6.Aging;0.0281;84,94;A definir;A definir
SPCAP026;1544;2022-09-22;1;4839200;ESCOVA SECADORA BRITANIA SOFT;1;A definir;6.Aging;0.0294;107,99;A definir;A definir
SPCAP026;1544;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;1;A definir;3.Tecnologia;0.0308;364,26;A definir;A definir
SPCAP026;1544;2022-09-22;1;4642945;SECADOR 2000W TAIFF STYLE COBR;5;A definir;6.Aging;0.035;685,1;A definir;A definir
SPCAP026;1544;2022-09-22;1;4983602;FRIT ELET PHILCO GOURMET PFR15;1;A definir;6.Aging;0.0394;390,33;A definir;A definir
SPCAP026;1544;2022-09-22;1;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP026;1544;2022-09-22;1;4650131;F MIC 20L ELECTROLUX MTO30 110;1;A definir;6.Aging;0.0513;498,16;A definir;A definir
SPCAP026;1544;2022-09-22;1;4679172;"TV 32"" LED HD SAMSUNG 32T4300";1;A definir;3.Tecnologia;0.0525;1511,09;A definir;A definir
SPCAP026;1544;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP026;1544;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP026;1544;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP026;1544;2022-09-22;1;4643453;"TV 32"" AOC ROKU TV HD 32S5195/";1;A definir;3.Tecnologia;0.0564;1152,96;A definir;A definir
SPCAP026;1544;2022-09-22;1;5159318;"TV 32"" HD LG 32LQ620BPSB WIFI/";1;A definir;3.Tecnologia;0.0578;1332,91;A definir;A definir
SPCAP026;1544;2022-09-22;1;4839200;ESCOVA SECADORA BRITANIA SOFT;2;A definir;6.Aging;0.0588;215,98;A definir;A definir
SPCAP026;1544;2022-09-22;1;4789458;MULT HP DESKJET ADVANTAGE 2774;2;A definir;3.Tecnologia;0.0616;728,52;A definir;A definir
SPCAP026;1544;2022-09-22;1;4679172;"TV 32"" LED HD SAMSUNG 32T4300";2;A definir;3.Tecnologia;0.105;3022,18;A definir;A definir
SPCAP026;1544;2022-09-22;1;5159350;"TV 43"" LED LG 4K 43UQ7500PSF W";1;A definir;3.Tecnologia;0.1065;1996,55;A definir;A definir
SPCAP026;1544;2022-09-22;1;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";2;A definir;3.Tecnologia;0.11;2054,66;A definir;A definir
SPCAP026;1544;2022-09-22;1;4988299;LIQ 12VEL BRITANIA BLQ1300V TU;1;A definir;6.Aging;0.1301;153,99;A definir;A definir
SPCAP026;1544;2022-09-22;1;5150426;"TV 50"" CRYSTAL UHD 4K SAMSUNG";1;A definir;3.Tecnologia;0.1316;2641,89;A definir;A definir
SPCAP026;1544;2022-09-22;1;5150426;"TV 50"" CRYSTAL UHD 4K SAMSUNG";1;A definir;3.Tecnologia;0.1316;2641,89;A definir;A definir
SPCAP026;1544;2022-09-22;1;5150426;"TV 50"" CRYSTAL UHD 4K SAMSUNG";1;A definir;3.Tecnologia;0.1316;2641,89;A definir;A definir
SPCAP026;1544;2022-09-22;1;5159121;"TV 50"" PHILCO PTV50G70R2CBBL 4";1;A definir;3.Tecnologia;0.1426;1984,18;A definir;A definir
SPCAP026;1544;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP026;1544;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP026;1544;2022-09-22;1;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP026;1544;2022-09-22;1;3945871;LAV 10,0K SUGGAR LAVAMAX ECO 1;1;A definir;6.Aging;0.2934;386,44;A definir;A definir
SPCAP026;1544;2022-09-22;1;4641698;COL D33 ALT19 088 HELEN MILLEN;1;A definir;6.Aging;0.3458;374,27;A definir;A definir
SPCAP026;1578;2022-09-22;1;5029171;CHINELO UNISEX TOP LGMN2 BEGE;1;A definir;0.Pv;0.0289;23,68;A definir;A definir
SPCAP026;1578;2022-09-22;1;5124735;TURMA MONICA FRALDA MEGA XXG 3;4;A definir;0.Pv;0.11;112,88;A definir;A definir
SPCAP017;1525;2022-09-22;3;4709918;CEL DESB MULTILASER E P9128 32;1;A definir;2.Telefonia;0.0011;311,89;A definir;A definir
SPCAP017;1525;2022-09-22;3;310883;PRAN TAIFF CERAMIC BIV;1;A definir;6.Aging;0.0018;81,38;A definir;A definir
SPCAP017;1525;2022-09-22;3;5073146;CEL. DESB. MOTO G22 128GB VERD;4;A definir;2.Telefonia;0.0032;4449,36;A definir;A definir
SPCAP017;1525;2022-09-22;3;5021308;CEL. DESB. MOTO G31 128GB GRAF;5;A definir;2.Telefonia;0.0035;6915,2;A definir;A definir
SPCAP017;1525;2022-09-22;3;5159636;PRANCHA TAIFF RED ION VM/PTO B;2;A definir;6.Aging;0.0038;265,7;A definir;A definir
SPCAP017;1525;2022-09-22;3;5137594;FERRO A VAPOR MONDIAL F-53 120;1;A definir;6.Aging;0.0072;119,43;A definir;A definir
SPCAP017;1525;2022-09-22;3;4805119;BONECA BABY ALIVE BEBESSAURO L;1;A definir;0.Pv;0.0083;180,66;A definir;A definir
SPCAP017;1525;2022-09-22;3;4805119;BONECA BABY ALIVE BEBESSAURO L;1;A definir;0.Pv;0.0083;180,66;A definir;A definir
SPCAP017;1525;2022-09-22;3;5073138;CEL. DESB. MOTO G22 128GB AZUL;20;A definir;2.Telefonia;0.016;22244,2;A definir;A definir
SPCAP017;1525;2022-09-22;3;4744020;LIQ 15VEL OSTER 1400W OLIQ610;1;A definir;6.Aging;0.0211;155,44;A definir;A definir
SPCAP017;1525;2022-09-22;3;5146810;LIQ 12VEL OSTER OLIQ601 RED 11;1;A definir;6.Aging;0.0318;144,04;A definir;A definir
SPCAP017;1525;2022-09-22;3;4577655;FRIT ELET MONDIAL S/OLEO AF31;1;A definir;6.Aging;0.0337;344,38;A definir;A definir
SPCAP017;1525;2022-09-22;3;5129184;BAT BRITANIA 4VEL PEROLA 550 5;1;A definir;6.Aging;0.0392;115,22;A definir;A definir
SPCAP017;1525;2022-09-22;3;4920473;MULTIFUNCIONAL EPSON ECOTANK L;1;A definir;3.Tecnologia;0.0423;1022,65;A definir;A definir
SPCAP017;1525;2022-09-22;3;4805771;F MIC 20L MIDEA MRAS21 110V BC;1;A definir;6.Aging;0.0488;398,56;A definir;A definir
SPCAP017;1525;2022-09-22;3;4642945;SECADOR 2000W TAIFF STYLE COBR;7;A definir;6.Aging;0.049;959,14;A definir;A definir
SPCAP017;1525;2022-09-22;3;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP017;1525;2022-09-22;3;4968670;"TV 32"" PHILCO ROKU LED PTV32G7";1;A definir;3.Tecnologia;0.055;1027,33;A definir;A definir
SPCAP017;1525;2022-09-22;3;4789458;MULT HP DESKJET ADVANTAGE 2774;2;A definir;3.Tecnologia;0.0616;728,52;A definir;A definir
SPCAP017;1525;2022-09-22;3;4789458;MULT HP DESKJET ADVANTAGE 2774;2;A definir;3.Tecnologia;0.0616;728,52;A definir;A definir
SPCAP017;1525;2022-09-22;3;6910530;LAV ALTA PRESSAO LIDER 2200 18;1;A definir;6.Aging;0.0649;653,18;A definir;A definir
SPCAP017;1525;2022-09-22;3;5159350;"TV 43"" LED LG 4K 43UQ7500PSF W";1;A definir;3.Tecnologia;0.1065;1996,55;A definir;A definir
SPCAP017;1525;2022-09-22;3;4696603;TORRE DE SOM LG RN5 BTH USB FM;1;A definir;6.Aging;0.1336;944,17;A definir;A definir
SPCAP017;1525;2022-09-22;3;4835204;"TV 50"" LED UHD 4K SAMSUNG 50AU";1;A definir;3.Tecnologia;0.1461;2678,61;A definir;A definir
SPCAP017;1525;2022-09-22;3;5163730;"TV 55"" LED UHD 4K TCL 55P635";1;A definir;3.Tecnologia;0.1616;2441,99;A definir;A definir
SPCAP017;1525;2022-09-22;3;5159385;"TV 55"" LED LG 4K 55UQ8050PSB W";1;A definir;3.Tecnologia;0.1784;2755,91;A definir;A definir
SPCAP017;1525;2022-09-22;3;4835212;"TV 55"" LED UHD 4K SAMSUNG 55AU";1;A definir;3.Tecnologia;0.1799;3267,17;A definir;A definir
SPCAP017;1525;2022-09-22;3;5096006;"TV 65"" LED UHD 4K TCL 65P725";1;A definir;3.Tecnologia;0.2784;3183,91;A definir;A definir
SPCAP017;1525;2022-09-22;3;5123518;BICICLETA NETUNO ARO 29 PRETA/;1;A definir;6.Aging;0.3402;844,34;A definir;A definir
SPCAP017;1525;2022-09-22;3;4053486;REF FF 443L BRASTEMP BRE57AKA;1;A definir;6.Aging;1.1913;4402,33;A definir;A definir
SPCAP017;1525;2022-09-22;3;4926498;VENT 40CM MS MONDIAL SUPER POW;21;A definir;6.Aging;1.2012;2018,73;A definir;A definir
SPCAP017;1590;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
SPCAP017;1590;2022-09-22;1;5122643;CEL DESB SAMSUNG GALAXY A23 PR;1;A definir;2.Telefonia;0.0005;1302,88;A definir;A definir
